City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,galle,6.0367,80.217,26.55,78,96,7.02,LK,1675228345
354,korla,41.7597,86.1469,-4.22,65,50,0.92,CN,1675228156
355,gombong,-7.6072,109.5142,30.93,65,97,1.92,ID,1675228355
356,lata,40.1629,-8.3327,2.22,77,1,1.76,PT,1675228355
357,yar-sale,66.8333,70.8333,-8.87,95,100,6.82,RU,1675228149
358,kavaratti,10.5669,72.642,26.58,74,83,5.21,IN,1675228248
359,kaabong,3.4836,34.1492,21.55,49,15,5.23,UG,1675228356
360,elliot,-31.3333,27.85,17.26,75,68,3.37,ZA,1675228357
361,alibag,18.6411,72.8792,28.04,45,25,5.41,IN,1675228357
362,mehran,33.1222,46.1646,11.3,63,3,2.59,IR,1675228358
363,tual,-5.6667,132.75,28.4,76,88,6.53,ID,1675228360
364,tupik,54.4253,119.9327,-16.12,72,98,2.71,RU,1675228360
365,port moresby,-9.4431,147.1797,28.83,77,89,4.04,PG,1675228360
366,upington,-28.4478,21.2561,23.83,64,0,2.89,ZA,1675228361
367,obihiro,42.9172,143.2044,-4.17,68,74,1.05,JP,1675228361
368,natal,-5.795,-35.2094,26.12,73,20,3.09,BR,1675227924
369,tchibanga,-2.85,11.0333,21.3,98,100,1.26,GA,1675228362
370,bosilovo,41.4406,22.7278,-0.54,83,6,2.56,MK,1675228363
371,victoria,22.2855,114.1577,24.42,85,45,1.34,HK,1675228339
372,zaozerne,45.1582,33.2787,2.58,74,100,5.37,UA,1675228363
373,orangeburg,33.4918,-80.8557,16.64,97,100,2.57,US,1675228364
374,alofi,-19.0595,-169.9187,26.05,80,98,5.87,NU,1675228364
375,mandello del lario,45.9192,9.3193,6.12,54,1,2.02,IT,1675228365
376,lahan,26.7296,86.4951,22.32,42,0,4.73,NP,1675228365
377,tessalit,20.1986,1.0114,14.43,12,3,3.52,ML,1675228316
378,severo-yeniseyskiy,60.3725,93.0408,-14.4,94,92,1.26,RU,1675228366
379,terra santa,-2.1042,-56.4869,22.28,91,100,0.92,BR,1675228366
380,mpigi,0.225,32.3136,19.45,78,81,1.01,UG,1675228367
381,covington,39.0837,-84.5086,-3.49,70,75,4.63,US,1675228367
382,leshukonskoye,64.8989,45.7622,-3.7,91,100,5.48,RU,1675228368
383,asfi,32.2994,-9.2372,12.54,73,100,6.69,MA,1675228266
384,flinders,-34.5833,150.8552,24.58,68,4,4.7,AU,1675228369
385,chapais,49.7834,-74.8492,-24.12,91,100,5.63,CA,1675228122
386,dolores,-36.3132,-57.6792,17.99,97,45,2.76,AR,1675228369
387,sao joao da barra,-21.6403,-41.0511,24.04,88,39,7.53,BR,1675228370
388,udachnyy,66.4167,112.4,-31.42,74,82,2.33,RU,1675228114
389,sooke,48.3746,-123.7276,4.76,89,100,1.74,CA,1675228371
390,high rock,26.6208,-78.2833,20.01,73,2,4.15,BS,1675228371
391,banfora,10.6333,-4.7667,22.63,13,80,2.29,BF,1675228372
392,aksarka,66.5606,67.7975,-9.53,95,100,5.41,RU,1675228372
393,chicama,-7.8447,-79.1469,19.3,69,99,2.14,PE,1675228373
394,esperance,-33.8667,121.9,18.89,57,86,6.86,AU,1675228373
395,kazachinskoye,57.6953,93.2761,-10.64,93,100,1.46,RU,1675228374
396,chagoda,59.164,35.3285,-3.13,94,99,3.56,RU,1675228374
397,thanh hoa,19.8,105.7667,24.01,51,48,2.0,VN,1675228374
398,santander,43.4647,-3.8044,8.59,93,75,2.57,ES,1675228105
399,moerai,-22.4333,-151.3333,26.06,77,100,3.41,PF,1675228375
400,pontes e lacerda,-15.2261,-59.3353,21.56,98,97,1.88,BR,1675228175
401,bachatskiy,54.2927,86.1285,-11.38,91,85,1.17,RU,1675228376
402,riyadh,24.6877,46.7219,14.08,66,31,3.69,SA,1675228350
403,ajdabiya,30.7554,20.2263,12.36,70,33,4.69,LY,1675228377
404,pandan,14.0453,124.1694,26.8,85,23,5.14,PH,1675228377
405,fairbanks,64.8378,-147.7164,-9.39,79,100,2.57,US,1675228377
406,dullewala,31.8359,71.4362,18.1,32,5,2.18,PK,1675228378
407,xining,36.6167,101.7667,-3.17,25,100,1.23,CN,1675228378
408,bubaque,11.2833,-15.8333,24.95,53,13,5.94,GW,1675228379
409,vardo,70.3705,31.1107,-1.01,100,100,12.86,NO,1675228363
410,san vicente,-26.6167,-54.1333,17.82,99,13,1.09,AR,1675228130
411,jiuquan,39.7432,98.5174,-2.75,28,100,1.65,CN,1675228380
412,havoysund,70.9963,24.6622,1.13,81,100,10.22,NO,1675228380
413,broome,42.2506,-75.833,-7.41,82,0,2.06,US,1675228381
414,talnakh,69.4865,88.3972,-15.44,95,100,4.64,RU,1675228381
415,tilichiki,60.4667,166.1,-12.59,93,100,3.2,RU,1675228382
416,kaeo,-35.1,173.7833,24.62,81,99,3.21,NZ,1675228382
417,esmeraldas,-19.7625,-44.3139,21.48,92,65,1.6,BR,1675228383
418,tsuruga,35.6455,136.0558,9.48,68,91,5.32,JP,1675228384
419,mitsamiouli,-11.3847,43.2844,27.63,75,43,2.49,KM,1675228384
420,tingo maria,-9.2895,-76.0088,21.09,98,100,0.8,PE,1675228385
421,faya,18.3851,42.4509,13.29,51,63,1.83,SA,1675228385
422,plettenberg bay,-34.0527,23.3716,20.09,77,0,3.02,ZA,1675228386
423,xuzhou,34.1805,117.1571,7.44,33,93,6.78,CN,1675228386
424,kupang,-10.1667,123.5833,30.32,74,75,2.57,ID,1675228387
425,maunabo,18.0072,-65.8993,23.96,92,7,4.11,PR,1675228387
426,sakakah,29.9697,40.2064,8.06,70,0,2.77,SA,1675228388
427,narsaq,60.9167,-46.05,-7.88,94,100,1.93,GL,1675228388
428,rossosh,51.1209,38.5116,-6.34,96,77,2.24,RU,1675228310
429,bratsk,56.1325,101.6142,-16.73,91,100,1.21,RU,1675228389
430,saint-andre-avellin,45.7168,-75.066,-25.75,99,11,1.34,CA,1675228225
431,chany,55.3121,76.7647,-18.17,90,13,2.16,RU,1675228390
432,gouyave,12.1646,-61.7296,23.7,75,3,4.15,GD,1675228390
433,koutiala,12.3917,-5.4642,21.26,9,100,3.74,ML,1675228312
434,marsh harbour,26.5412,-77.0636,23.27,76,2,3.85,BS,1675228391
435,muncar,-8.4333,114.3333,30.65,62,86,2.63,ID,1675228391
436,tver,56.8619,35.8931,-2.28,91,100,2.4,RU,1675228151
437,lerwick,60.1545,-1.1494,7.0,89,95,19.62,GB,1675228392
438,verkhnevilyuysk,63.4453,120.3167,-28.94,97,100,3.89,RU,1675228393
439,jiblah,13.9216,44.1467,16.39,56,27,0.51,YE,1675228393
440,anajatuba,-3.2644,-44.6197,22.61,98,94,1.44,BR,1675228280
441,ihosy,-22.4,46.1167,19.17,95,100,4.03,MG,1675228394
442,klaksvik,62.2266,-6.589,2.51,86,96,12.6,FO,1675228161
443,bowen,-20.0167,148.2333,28.48,82,100,6.88,AU,1675228395
444,haines junction,60.7522,-137.5108,-13.91,99,95,0.81,CA,1675228395
445,murgab,37.4966,61.9714,15.99,31,100,12.24,TM,1675228396
446,oga,46.4631,10.347,-5.66,95,38,2.04,IT,1675228396
447,dong hoi,17.4833,106.6,22.54,73,72,2.48,VN,1675228397
448,fukue,32.6881,128.8419,14.6,64,95,9.53,JP,1675228397
449,san patricio,28.017,-97.5169,3.93,85,100,5.49,US,1675228184
450,nizhniy tsasuchey,50.5167,115.1333,-12.4,65,1,5.39,RU,1675228398
451,egvekinot,66.3167,-179.1667,-8.62,96,99,2.43,RU,1675228398
452,grenaa,56.4158,10.8783,3.12,89,100,12.11,DK,1675228399
453,sisimiut,66.9395,-53.6735,-21.22,94,76,3.54,GL,1675228399
454,ust-omchug,61.15,149.6333,-19.96,97,99,1.02,RU,1675228400
455,arlit,18.7369,7.3853,15.24,23,24,3.73,NE,1675228400
456,zonguldak,41.25,31.8333,-0.82,99,100,1.39,TR,1675228401
457,vilhena,-12.7406,-60.1458,19.27,99,100,0.94,BR,1675228401
458,inuvik,68.3499,-133.7218,-35.81,100,11,1.35,CA,1675228245
459,praia da vitoria,38.7333,-27.0667,12.64,85,23,4.18,PT,1675228402
460,uran,18.8769,72.9397,27.98,44,11,4.73,IN,1675228403
461,touros,-5.1989,-35.4608,26.11,74,100,5.89,BR,1675228403
462,coolum beach,-26.5333,153.1,28.39,86,94,2.17,AU,1675228403
463,sylva,58.0348,56.7635,-3.35,94,99,3.5,RU,1675228404
464,atbasar,51.8,68.3333,-19.0,90,91,1.92,KZ,1675228404
465,tabora,-5.0167,32.8,17.64,91,87,1.46,TZ,1675228405
466,turgutlu,38.4953,27.6997,2.86,90,48,1.13,TR,1675228405
467,dalianwan,39.0286,121.695,0.02,32,0,9.0,CN,1675228406
468,rabo de peixe,37.8,-25.5833,12.73,67,20,5.14,PT,1675228406
469,bati,11.1833,40.0167,16.93,44,4,0.31,ET,1675228407
470,charters towers,-20.1,146.2667,32.55,50,100,6.18,AU,1675228175
471,biak,-0.9131,122.8766,29.35,64,92,2.24,ID,1675228407
472,atlantic city,39.3643,-74.4229,2.22,91,100,3.09,US,1675228408
473,constitucion,-35.3333,-72.4167,12.55,79,1,3.09,CL,1675228347
474,craig,40.5153,-107.5464,-18.21,83,0,0.0,US,1675228409
475,lang son,21.8333,106.7333,20.51,63,100,2.47,VN,1675228409
476,jeremie,18.65,-74.1167,25.19,77,38,6.42,HT,1675228410
477,qostanay,53.1667,63.5833,-20.84,77,0,3.0,KZ,1675228410
478,nanortalik,60.1432,-45.2371,-9.9,82,99,2.93,GL,1675228411
479,sorland,67.667,12.6934,2.92,64,67,4.05,NO,1675228411
480,serenje,-13.2325,30.2352,17.2,97,98,1.24,ZM,1675228412
481,buraydah,26.326,43.975,13.72,54,28,3.36,SA,1675228120
482,oktyabrskiy,54.4815,53.471,-15.68,96,38,2.57,RU,1675228412
483,chazuta,-6.5742,-76.1367,24.5,79,100,0.62,PE,1675228413
484,prince rupert,54.3161,-130.3201,3.2,96,100,3.52,CA,1675228413
485,codrington,-38.2667,141.9667,17.34,43,99,5.5,AU,1675228115
486,livingstone,-17.8419,25.8543,18.95,88,94,1.07,ZM,1675228414
487,puerto cabello,10.4731,-68.0125,24.03,80,22,3.62,VE,1675228414
488,ternate,0.8,127.4,28.52,75,45,4.34,ID,1675228415
489,anadyr,64.75,177.4833,-2.72,93,40,6.0,RU,1675228415
490,lompoc,34.6391,-120.4579,9.77,90,0,1.54,US,1675228416
491,baykit,61.67,96.37,-17.19,99,99,0.57,RU,1675228416
492,baruun-urt,46.6806,113.2792,-15.5,71,2,4.47,MN,1675228417
493,puerto colombia,10.9878,-74.9547,25.05,73,6,12.07,CO,1675228417
494,moose factory,51.2585,-80.6094,-32.22,100,59,1.36,CA,1675228418
495,ust-tsilma,65.441,52.1498,-3.3,86,98,5.76,RU,1675228418
496,siocon,7.7061,122.1353,29.49,75,24,2.57,PH,1675228418
497,nizwa,22.9333,57.5333,18.92,38,2,1.75,OM,1675228419
498,luba,3.4568,8.5547,26.96,81,35,1.48,GQ,1675228420
499,tyukhtet,56.5389,89.3011,-12.84,96,100,1.43,RU,1675228420
500,weligama,5.9667,80.4167,27.39,72,90,5.29,LK,1675228421
501,qui nhon,13.7667,109.2333,24.54,77,41,3.38,VN,1675228421
502,the valley,18.217,-63.0578,24.5,68,0,7.75,AI,1675228422
503,garango,11.8,-0.5506,22.41,9,94,4.01,BF,1675228422
504,makubetsu,45.3714,141.8211,-2.35,68,100,2.25,JP,1675228423
505,fort frances,48.5999,-93.4003,-24.88,84,0,2.06,CA,1675228423
506,richards bay,-28.783,32.0377,23.79,87,100,5.51,ZA,1675228124
507,belen,36.4891,36.2233,-1.92,100,100,1.03,TR,1675228424
508,novoagansk,61.9449,76.6625,-12.33,95,100,4.52,RU,1675228424
509,sobolevo,54.4299,31.8996,-3.11,95,100,3.2,RU,1675228425
510,wewak,-3.5534,143.6268,29.38,68,53,4.62,PG,1675228425
511,mahibadhoo,3.7833,72.9667,26.98,75,97,5.31,MV,1675228426
512,opuwo,-18.0607,13.84,18.92,74,94,1.41,NA,1675228426
513,ada,43.4166,-116.1262,-6.66,58,100,3.09,US,1675228427
514,hervey bay,-25.2986,152.8535,27.2,82,88,7.68,AU,1675228382
515,olginskaya,47.1879,39.9492,3.85,77,100,1.15,RU,1675228427
516,zhigansk,66.7697,123.3711,-28.5,97,100,3.6,RU,1675228428
517,pangody,65.85,74.4859,-9.95,94,100,8.02,RU,1675228428
518,maneromango,-7.1988,38.7848,22.31,94,57,1.32,TZ,1675228429
519,kastamonu,41.5,33.6667,-2.21,87,100,1.27,TR,1675228162
520,melfort,52.8667,-104.6177,-26.8,100,62,2.13,CA,1675228430
521,sept-iles,50.2001,-66.3821,-19.41,72,26,0.89,CA,1675228430
522,witu,-2.3889,40.4382,26.09,81,15,0.48,KE,1675228431
523,pilar,-9.5972,-35.9567,21.96,90,94,1.12,BR,1675228285
524,ambatofinandrahana,-20.55,46.8,17.98,93,100,1.99,MG,1675228431
525,calamar,10.2511,-74.9146,23.13,79,5,1.41,CO,1675228432
526,tateyama,34.9833,139.8667,14.5,61,45,11.36,JP,1675228432
527,te anau,-45.4167,167.7167,18.43,89,100,1.18,NZ,1675228433
528,rantepao,-2.9701,119.8978,26.06,78,100,0.95,ID,1675228433
529,astorga,-23.2325,-51.6656,18.88,98,100,1.69,BR,1675228230
530,dunedin,-45.8742,170.5036,19.48,83,100,4.56,NZ,1675228350
531,yingcheng,30.95,113.55,15.59,29,0,8.49,CN,1675228434
532,tocopilla,-22.092,-70.1979,22.23,79,100,0.83,CL,1675228435
533,ust-uda,54.1742,103.0304,-14.61,88,100,1.42,RU,1675228435
534,kardailovo,51.5386,53.9042,-18.08,90,39,3.68,RU,1675228436
535,gorele,41.0308,39.0031,6.01,93,100,3.18,TR,1675228436
536,vieques,18.425,-65.8329,26.01,65,75,7.2,PR,1675228437
537,vaasa,63.096,21.6158,-3.99,100,100,0.0,FI,1675228437
538,kuopio,62.8924,27.677,-6.03,93,100,3.09,FI,1675228437
539,praia,14.9215,-23.5087,20.3,73,40,7.2,CV,1675228438
540,lander,42.833,-108.7307,-0.67,77,0,1.54,US,1675228438
541,mahanje,-9.9333,35.3333,19.13,91,39,0.58,TZ,1675228439
542,izumo,35.3667,132.7667,9.65,83,100,6.2,JP,1675228213
543,baillif,16.0202,-61.7463,21.47,78,4,2.05,GP,1675228439
544,kumluca,36.3703,30.2869,9.92,60,100,2.93,TR,1675228440
545,presidencia roque saenz pena,-26.7852,-60.4388,25.54,43,2,1.02,AR,1675228440
546,visp,46.2937,7.8815,1.26,95,64,2.24,CH,1675228441
547,kampong thum,12.7111,104.8887,31.97,46,73,1.8,KH,1675228441
548,sambava,-14.2667,50.1667,27.51,76,17,3.35,MG,1675228442
549,indergarh,26.9352,79.6724,17.94,52,0,4.78,IN,1675228443
550,manutuke,-38.6833,177.9167,19.48,91,91,6.46,NZ,1675228443
551,kichera,55.9375,110.0997,-16.35,90,91,1.48,RU,1675228444
552,sao felix do xingu,-6.6447,-51.995,20.85,99,35,0.26,BR,1675228204
553,honghu,29.8206,113.4621,18.71,25,0,5.95,CN,1675228445
554,kushmurun,52.4503,64.6311,-18.6,98,52,2.07,KZ,1675228445
555,ahuimanu,21.4447,-157.8378,25.84,87,40,1.54,US,1675228446
556,magadan,59.5667,150.8,-11.37,94,100,2.66,RU,1675228446
557,kyaukse,21.6,96.1333,28.0,47,20,1.03,MM,1675228447
558,ossora,59.2353,163.0719,-7.13,87,100,0.89,RU,1675228447
559,santa maria do suacui,-18.1903,-42.4142,17.73,96,84,0.38,BR,1675228448
560,blois,47.5833,1.3333,6.21,96,65,2.93,FR,1675228448
561,uglich,57.5275,38.3317,-3.16,96,100,2.85,RU,1675228449
562,atar,20.5169,-13.0499,17.98,22,84,2.09,MR,1675228449
563,itoman,26.1247,127.6694,23.21,53,20,7.2,JP,1675228275
564,cidreira,-30.1811,-50.2056,23.46,92,0,1.37,BR,1675228450
565,necochea,-38.5473,-58.7368,18.29,86,100,2.61,AR,1675228450
566,poshekhonye,58.4993,39.1353,-2.69,90,100,3.86,RU,1675228451
567,veraval,20.9,70.3667,23.76,40,79,7.26,IN,1675228325
568,concordia,-31.393,-58.0209,26.55,66,0,5.36,AR,1675228451
569,luganville,-15.5333,167.1667,28.24,75,83,1.47,VU,1675228452
570,comodoro rivadavia,-45.8667,-67.5,18.7,43,81,9.82,AR,1675228452
571,grand gaube,-20.0064,57.6608,28.22,75,85,2.24,MU,1675228432
572,smithers,54.7804,-127.1743,-4.82,93,100,1.54,CA,1675228453
573,biguacu,-27.4942,-48.6556,25.12,93,96,1.41,BR,1675228454
574,virtsu,58.5716,23.5115,0.55,88,96,2.62,EE,1675228454
575,kota kinabalu,5.9749,116.0724,29.99,79,20,2.24,MY,1675228455
576,nome,64.5011,-165.4064,-5.96,100,100,0.0,US,1675228335
577,adrar,20.5022,-10.0711,14.53,15,35,4.67,MR,1675228456
578,byron bay,-28.65,153.6167,28.3,75,42,5.08,AU,1675228235
579,kakrala,27.9,79.2,17.62,55,0,5.38,IN,1675228456
580,iquique,-20.2208,-70.1431,22.02,85,100,1.46,CL,1675228207
